ε٩ (๑•̀ω•́๑)۶з	ε٩ (๑•̀ω•́๑)۶з	xx
(ｕ_ｕ*)	(ｕ_ｕ*)	xx
(*｀へ´*)	(*｀へ´*)	xx
ʅ（´◔౪◔）ʃ	ʅ（´◔౪◔）ʃ	xx
( ๏ ₃๏ )	( ๏ ₃๏ )	xx
(๑•ั็ω•็ั๑)	(๑•ั็ω•็ั๑)	xx
◝(๑⁺᷄д⁺᷅๑)◞՞	◝(๑⁺᷄д⁺᷅๑)◞՞	xx
(๑•̀ㅁ•́๑)✧	(๑•̀ㅁ•́๑)✧	xx
(・ω<)	(・ω<)	xx
\(-∀-`)/	\(-∀-`)/	xx
\(´-∀-`)/	\(´-∀-`)/	xx
‹‹\( ´ω`)/››	‹‹\( ´ω`)/››	xx
(灬ºωº灬)	(灬ºωº灬)	xx
＼＼\\٩( 'ω' )و //／／	＼＼\\٩( 'ω' )و //／／	xx
∧( 'Θ' )∧	∧( 'Θ' )∧	xx
(´3`♪)	(´3`♪)	xx
(゜v゜)♪	(゜v゜)♪	xx
(っ´ω`c)♪♪	(っ´ω`c)♪♪	xx
(,,ō_ō )	(,,ō_ō )	xx
─=≡Σ((( つ•̀ω•́)つ	─=≡Σ((( つ•̀ω•́)つ	xx
(๑°v°๑)	(๑°v°๑)	xx
(๑⁼̴̀д⁼̴́๑)	(๑⁼̴̀д⁼̴́๑)	xx
(๑´•.̫ • `๑)	(๑´•.̫ • `๑)	xx
( ღ'ᴗ'ღ )	( ღ'ᴗ'ღ )	xx
:;(∩´﹏`∩);:	:;(∩´﹏`∩);:	xx
╰(๑ºั╰╯ºั๑)╯	╰(๑ºั╰╯ºั๑)╯	xx
（o￣ー￣o)	（o￣ー￣o)	xx
(°－゜)/	(°－゜)/	xx
(・ヮ・)/	(・ヮ・)/	xx
٩(๑•̀ω•́๑)۶	٩(๑•̀ω•́๑)۶	xx
( ๑ö๑ )	( ๑ö๑ )	xx
₍₍ ᕕ(бωб)ᕗ⁾⁾	₍₍ ᕕ(бωб)ᕗ⁾⁾	xx
(@￣ρ￣@)	(@￣ρ￣@)	xx
(,,•ω•,,)	(,,•ω•,,)	xx
( •́ ✖ •̀)	( •́ ✖ •̀)	xx
(´×ω×`)	(´×ω×`)	xx
(๑ت๑)	(๑ت๑)	xx
( • ̀ω•́ )✧	( • ̀ω•́ )✧	xx
(,,•д•,,)♥	(,,•д•,,)♥	xx
(。-ω-。)♡	(。-ω-。)♡	xx
(๑• . •๑)♡	(๑• . •๑)♡	xx
ヾ(´︶`♡)ﾉ	ヾ(´︶`♡)ﾉ	xx
٩(๑• д •๑)۶♡	٩(๑• д •๑)۶♡	xx
(´﹃｀)♡♡	(´﹃｀)♡♡	xx
ʅ(◜◡⁰)ʃ	ʅ(◜◡⁰)ʃ	xx
(✿˘︶˘*)	(✿˘︶˘*)	xx
⊂( ˆoˆ )⊃	⊂( ˆoˆ )⊃	xx
(＊∩ω∩)	(＊∩ω∩)	xx
(;:´°;Д;°`:;)	(;:´°;Д;°`:;)	xx
＼(*｀∧´)／	＼(*｀∧´)／	xx
°˖✧◝(⁰▿⁰)◜✧˖°	°˖✧◝(⁰▿⁰)◜✧˖°	xx
(灬´ㅂ`灬)	(灬´ㅂ`灬)	xx
(゜-°)/☆	(゜-°)/☆	xx
＼( 'ω')／	＼( 'ω')／	xx
٩(๑˙╰╯˙๑)۶ ³₃	٩(๑˙╰╯˙๑)۶ ³₃	xx
‘`,、(๑´∀｀๑) ‘`,、’`,、	‘`,、(๑´∀｀๑) ‘`,、’`,、	xx
( •ॢ◡-ॢ)	( •ॢ◡-ॢ)	xx
‹‹\(´ω` )/››	‹‹\(´ω` )/››	xx
∵⃝♡⍢⃝ ⍤⃝ ⍨⃝ 	∵⃝♡⍢⃝ ⍤⃝ ⍨⃝ 	xx
٩(๑>∀<๑)۶	٩(๑>∀<๑)۶	xx
(*´艸`)	(*´艸`)	xx
|ω・`）	|ω・`）	xx
(　º∀º　)	(　º∀º　)	xx
(๑′ᴗ‵๑)	(๑′ᴗ‵๑)	xx
(๑ÓωÒ๑)♡	(๑ÓωÒ๑)♡	xx
･:*+.\(( °ω° ))/.:+	･:*+.\(( °ω° ))/.:+	xx
(*ΦωΦ*)	(*ΦωΦ*)	xx
▽・x・▽	▽・x・▽	xx
 ҉٩(´︶`)۶҉	҉٩(´︶`)۶҉	xx
ヽ(•̀ω•́ )ゝ✧	ヽ(•̀ω•́ )ゝ✧	xx
(///∇///)	(///∇///)	xx
( ° ³°)	( ° ³°)	xx
(๑०д०๑)	(๑०д०๑)	xx
(´◦ω◦`)	(´◦ω◦`)	xx
(๑¯ㅁ¯๑)	(๑¯ㅁ¯๑)	xx
(´⊙A⊙｀)	(´⊙A⊙｀)	xx
(〃ω〃)	(〃ω〃)	xx
(＊´ㅂ`＊)	(＊´ㅂ`＊)	xx
(のvの)ノ♪	(のvの)ノ♪	xx
(のvの＊)♪	(のvの＊)♪	xx
( ٥ั ڡ ٥ั)	( ٥ั ڡ ٥ั)	xx
(´-ω⊂゛)♡	(´-ω⊂゛)♡	xx
(๑-﹏-๑)♡	(๑-﹏-๑)♡	xx
٩̋(๑˃́ꇴ˂̀๑) ˂ᵒ͜͡ᵏᵎ⁾”	٩̋(๑˃́ꇴ˂̀๑) ˂ᵒ͜͡ᵏᵎ⁾”	xx
ˊ_>ˋ	ˊ_>ˋ	xx
‧º·(´ฅдฅ｀)‧º·	‧º·(´ฅдฅ｀)‧º·	xx
( ͒ ́ඉ .̫ ඉ ̀ ͒)	( ͒ ́ඉ .̫ ඉ ̀ ͒)	xx
‧º·(´ฅдฅ｀)‧º·	‧º·(´ฅдฅ｀)‧º·	xx
ŧ‹\"ŧ‹\"(๑´ᄇ`๑)ŧ‹\"ŧ‹\"	ŧ‹\"ŧ‹\"(๑´ᄇ`๑)ŧ‹\"ŧ‹\"	xx
（´＊へωへ｀） ☞―――――――≡☞	（´＊へωへ｀） ☞―――――――≡☞	xx
(｡•ㅅ•｡)	(｡•ㅅ•｡)	xx
