保健	bảo kiện	b		12	
银	ngân	b		4	
良性	lương tính	b		33	
暂时	tạm thời	b		16	
省级	tỉnh cấp	b		33	
外来	ngoại lai	b		32	
日常	nhật thường	b		32	
连年	liên niên	b		2	
急剧	cấp kịch	b		3	
现行	hiện hành	b		32	
定期	định kỳ	b		7	
人为	nhân vi	b		8	
高产	cao sản	b		28	
衷心	trung tâm	b		16	
崭新	tiệm tân	b		29	
全新	toàn tân	b		29	
法定	pháp định	b		29	
高等	cao đẳng	b		28	
一派	nhất phái	b		28	
首要	thủ yếu	b		28	
私	tư	b		4	
自动	tự động	b		9	
本来	bản lai	b		3	
科普	khoa phổ	b		27	
一次性	nhất thứ tính	b		10	
机电	cơ điện	b		27	
野生	dã sinh	b		26	
通常	thông thường	b		2	
无形	vô hình	b		26	
波音	ba âm	b		9	
巾帼	cân quắc	b		25	
无偿	vô thường	b		6	
人工	nhân công	b		5	
自发	tự phát	b		2	
综合性	tổng hợp tính	b		22	
阳	dương	b		3	
二期	nhị kỳ	b		21	
天然	thiên nhiên	b		21	
现任	hiện nhậm	b		11	
村级	thôn cấp	b		20	
医务	y vụ	b		20	
暂行	tạm hành	b		20	
大红	đại hồng	b		20	
公有	công hữu	b		20	
潜在	tiềm tại	b		18	
下列	hạ liệt	b		19	
原先	nguyên tiên	b		5	
书面	thư diện	b		12	
同一	đồng nhất	b		17	
彩色	thải sắc	b		17	
最初	tối sơ	b		8	
特定	đặc định	b		17	
立体	lập thể	b		16	
长篇	trường thiên	b		17	
民营	dân doanh	b		16	
正面	chính diện	b		6	
古典	cổ điển	b		16	
盛大	thịnh đại	b		16	
中等	trung đẳng	b		16	
负面	phụ diện	b		16	
迷你	mê nhĩ	b		16	
跨国	khoá quốc	b		14	
后备	hậu bị	b		15	
边远	biên viễn	b		15	
同等	đồng đẳng	b		11	
深水	thâm thuỷ	b		15	
多边	đa biên	b		14	
沿途	duyên đồ	b		9	
新任	tân nhậm	b		14	
间接	gian tiếp	b		12	
单独	đơn độc	b		4	
高档	cao đáng	b		14	
同行业	đồng hành nghiệp	b		14	
故意	cố ý	b		1	
起码	khởi mã	b		3	
常任	thường nhậm	b		13	
特级	đặc cấp	b		13	
公	công	b		5	
微型	vi hình	b		13	
无私	vô tư	b		9	
阴	âm	b		2	
巨型	cự hình	b		12	
国立	quốc lập	b		9	
现役	hiện dịch	b		12	
自费	tự phí	b		3	
特有	đặc hữu	b		12	
无氟	vô phất	b		12	
双人	song nhân	b		12	
双重	song trọng	b		10	
长途	trường đồ	b		10	
程控	trình khống	b		11	
民用	dân dụng	b		11	
有偿	hữu thường	b		5	
三级	tam cấp	b		11	
下届	hạ giới	b		11	
民事	dân sự	b		11	
同级	đồng cấp	b		4	
国营	quốc doanh	b		10	
在校	tại hiệu	b		7	
无线	vô tuyến	b		10	
处级	xử cấp	b		10	
上届	thượng giới	b		10	
深层	thâm tầng	b		10	
特种	đặc chủng	b		10	
机动	cơ động	b		5	
永久	vĩnh cửu	b		6	
非公有制	phi công hữu chế	b		10	
多元	đa nguyên	b		9	
双向	song hướng	b		3	
外在	ngoại tại	b		9	
历届	lịch giới	b		8	
不法	bất pháp	b		9	
有线	hữu tuyến	b		9	
直属	trực thuộc	b		4	
远程	viễn trình	b		9	
有形	hữu hình	b		9	
独家	độc gia	b		3	
二级	nhị cấp	b		9	
母	mẫu	b		5	
尖端	tiêm đoan	b		8	
野	dã	b		6	
成套	thành sáo	b		9	
非农业	phi nông nghiệp	b		9	
预算外	dự toán ngoại	b		9	
次生	thứ sinh	b		9	
非正式	phi chính thức	b		7	
中小型	trung tiểu hình	b		8	
不尽	bất tận	b		1	
毕生	tất sinh	b		7	
特大型	đặc đại hình	b		8	
高寒	cao hàn	b		7	
违禁	vi cấm	b		6	
军用	quân dụng	b		8	
亲身	thân thân	b		3	
现成	hiện thành	b		8	
科级	khoa cấp	b		8	
强制性	cưỡng chế tính	b		8	
粗放型	thô phóng hình	b		8	
短途	đoản đồ	b		8	
独资	độc tư	b		6	
飞速	phi tốc	b		1	
首任	thủ nhậm	b		7	
民办	dân biện	b		7	
世界级	thế giới cấp	b		7	
针织	châm chức	b		7	
头号	đầu hiệu	b		7	
开发式	khai phát thức	b		7	
黑白	hắc bạch	b		7	
公交	công giao	b		7	
硬性	ngạnh tính	b		2	
研究型	nghiên cứu hình	b		7	
专职	chuyên chức	b		6	
中级	trung cấp	b		7	
恶性	ác tính	b		6	
忘我	vong ngã	b		5	
头等	đầu đẳng	b		6	
雄	hùng	b		1	
超级	siêu cấp	b		7	
稳产	ổn sản	b		7	
偌大	nhạ đại	b		7	
史前	sử tiền	b		7	
第一手	đệ nhất thủ	b		6	
双层	song tầng	b		6	
连环	liên hoàn	b		5	
次要	thứ yếu	b		6	
高等级	cao đẳng cấp	b		6	
活页	hoạt hiệt	b		6	
中小	trung tiểu	b		6	
短道	đoản đạo	b		1	
高中级	cao trung cấp	b		3	
单个	đơn cá	b		6	
既定	kí định	b		6	
农闲	nông nhàn	b		6	
高额	cao ngạch	b		6	
市直	thị trực	b		6	
棉纺	miên phưởng	b		6	
游击	du kích	b		6	
无绳	vô thằng	b		6	
反面	phản diện	b		3	
区区	khu khu	b		2	
固有	cố hữu	b		5	
星级	tinh cấp	b		6	
无记名	vô ký danh	b		2	
远洋	viễn dương	b		6	
分外	phân ngoại	b		1	
复方	phục phương	b		6	
木本	mộc bản	b		6	
无尽	vô tận	b		5	
特制	đặc chế	b		5	
木制	mộc chế	b		5	
莫大	mạc đại	b		5	
狭义	hiệp nghĩa	b		5	
保安	bảo an	b		1	
劣质	liệt chất	b		5	
粉	phấn	b		2	
大额	đại ngạch	b		5	
商用	thương dụng	b		3	
切身	thiết thân	b		4	
医用	y dụng	b		5	
历次	lịch thứ	b		4	
市级	thị cấp	b		5	
全自动	toàn tự động	b		5	
应届	ứng giới	b		5	
先天性	tiên thiên tính	b		5	
北纬	bắc vĩ	b		5	
省部级	tỉnh bộ cấp	b		5	
厅级	sảnh cấp	b		5	
微微	vi vi	b		1	
农用	nông dụng	b		5	
重型	trọng hình	b		5	
部长级	bộ trưởng cấp	b		5	
急性	cấp tính	b		4	
一品	nhất phẩm	b		5	
慢性	mạn tính	b		5	
学者型	học giả hình	b		5	
雄性	hùng tính	b		5	
划时代	hoạch thời đại	b		4	
巨幅	cự bức	b		4	
资深	tư thâm	b		4	
适龄	thích linh	b		4	
市属	thị thuộc	b		4	
小幅	tiểu bức	b		2	
老式	lão thức	b		4	
超标准	siêu tiêu chuẩn	b		3	
副处级	phó xử cấp	b		4	
花园式	hoa viên thức	b		4	
候选	hậu tuyển	b		4	
育龄	dục linh	b		4	
在岗	tại cương	b		1	
上等	thượng đẳng	b		4	
警用	cảnh dụng	b		4	
美籍	mỹ tịch	b		4	
纯粹	thuần tuý	b		2	
金字塔式	kim tự tháp thức	b		4	
锦绣	cẩm tú	b		4	
全天候	toàn thiên hậu	b		2	
高难	cao nan	b		4	
二等	nhị đẳng	b		4	
超大型	siêu đại hình	b		4	
非农	phi nông	b		3	
废旧	phế cựu	b		4	
无序	vô tự	b		2	
普及型	phổ cập hình	b		4	
专有	chuyên hữu	b		4	
第一流	đệ nhất lưu	b		4	
单人	đơn nhân	b		4	
神经性	thần kinh tính	b		4	
白领	bạch lĩnh	b		4	
亿吨级	ức đốn cấp	b		4	
重度	trọng độ	b		4	
五彩	ngũ thải	b		4	
中高档	trung cao đáng	b		4	
密集型	mật tập hình	b		4	
老牌	lão bài	b		4	
股级	cổ cấp	b		3	
信托	tín thác	b		4	
顶尖	đỉnh tiêm	b		4	
任意	nhậm ý	b		1	
二审	nhị thẩm	b		4	
综艺	tổng nghệ	b		4	
非西方	phi tây phương	b		4	
非饱和	phi bão hoà	b		3	
超负荷	siêu phụ hà	b		2	
电动	điện động	b		4	
联谊	liên nghị	b		1	
低幼	đê ấu	b		4	
裘皮	cừu bì	b		1	
十星级	thập tinh cấp	b		3	
施政	thi chính	b		3	
动感	động cảm	b		1	
翠	thuý	Bg		2	
新版	tân bản	b		3	
绝妙	tuyệt diệu	b		3	
无缝	vô phùng	b		3	
部级	bộ cấp	b		3	
全封闭	toàn phong bế	b		3	
单克隆	đơn khắc long	b		3	
在线	tại tuyến	b		1	
总务	tổng vụ	b		3	
超大规模	siêu đại quy mô	b		3	
随身	tuỳ thân	b		1	
超大	siêu đại	b		1	
县属	huyện thuộc	b		3	
交互	giao hỗ	b		1	
甲等	giáp đẳng	b		3	
非价格	phi giá cách	b		3	
外向型	ngoại hướng hình	b		3	
副科级	phó khoa cấp	b		3	
心爱	tâm ái	b		3	
线装	tuyến trang	b		3	
无名	vô danh	b		3	
离心	ly tâm	b		3	
西式	tây thức	b		3	
正版	chính bản	b		3	
突发性	đột phát tính	b		3	
短篇	đoản thiên	b		3	
洲际	châu tế	b		3	
极左	cực tả	b		3	
阴阳	âm dương	b		3	
省际	tỉnh tế	b		3	
资源型	tư nguyên hình	b		3	
东经	đông kinh	b		3	
间断性	gian đoạn tính	b		3	
二手	nhị thủ	b		3	
作坊式	tác phường thức	b		3	
英国式	anh quốc thức	b		3	
恢复性	khôi phục tính	b		3	
开放型	khai phóng hình	b		3	
轻型	khinh hình	b		3	
伪劣	nguỵ liệt	b		3	
三等	tam đẳng	b		3	
后进	hậu tiến	b		3	
货仓式	hoá thương thức	b		3	
一等	nhất đẳng	b		3	
断代	đoạn đại	b		3	
区级	khu cấp	b		3	
欧式	âu thức	b		3	
课余	khoá dư	b		3	
局级	cục cấp	b		3	
无谓	vô vị	b		3	
编外	biên ngoại	b		3	
藏传	tàng truyện	b		3	
钢质	cương chất	b		3	
城际	thành tế	b		3	
非法定	phi pháp định	b		3	
大使级	đại sứ cấp	b		2	
罐式	quán thức	b		1	
日用	nhật dụng	b		1	
特型	đặc hình	b		2	
原装	nguyên trang	b		2	
中国式	trung quốc thức	b		2	
蔚蓝	úy lam	b		2	
死难	tử nạn	b		2	
开国	khai quốc	b		2	
哥特式	ca đặc thức	b		2	
初始	sơ thuỷ	b		2	
隐性	ẩn tính	b		2	
正反	chính phản	b		2	
九年制	cửu niên chế	b		2	
拉网式	lạp võng thức	b		2	
警务	cảnh vụ	b		1	
成年	thành niên	b		2	
开放式	khai phóng thức	b		2	
双料	song liệu	b		2	
数字式	số tự thức	b		1	
家用	gia dụng	b		2	
三期	tam kỳ	b		2	
甲级	giáp cấp	b		2	
内设	nội thiết	b		1	
保护性	bảo hộ tính	b		2	
极右翼	cực hữu dực	b		1	
雌	thư	b		2	
些微	ta vi	b		1	
区属	khu thuộc	b		2	
县处级	huyện xử cấp	b		2	
气动	khí động	b		2	
候补	hậu bổ	b		2	
互通式	hỗ thông thức	b		2	
流行性	lưu hành tính	b		2	
自有	tự hữu	b		1	
非礼	phi lễ	b		2	
官办	quan biện	b		1	
一审	nhất thẩm	b		2	
无机	vô cơ	b		2	
高发	cao phát	b		2	
断然	đoạn nhiên	b		1	
教条式	giáo điều thức	b		2	
非专业	phi chuyên nghiệp	b		2	
中央级	trung ương cấp	b		2	
造血型	tạo huyết hình	b		2	
阿式	a thức	b		2	
中篇	trung thiên	b		1	
二难	nhị nan	b		2	
二元	nhị nguyên	b		2	
淡黄	đạm hoàng	b		2	
正宗	chính tông	b		2	
救济式	cứu tế thức	b		2	
复合型	phục hợp hình	b		1	
低档	đê đáng	b		2	
空心	không tâm	b		1	
省属	tỉnh thuộc	b		2	
成批	thành phê	b		1	
反季节	phản quý tiết	b		2	
青绿	thanh lục	b		2	
全立交	toàn lập giao	b		2	
前任	tiền nhiệm	b		2	
非银行	phi ngân hành	b		2	
动画	động hoạ	b		2	
地级	địa cấp	b		2	
一年期	nhất niên kỳ	b		2	
散装	tán trang	b		2	
私家	tư gia	b		2	
稀世	hi thế	b		2	
纯天然	thuần thiên nhiên	b		2	
技能型	kỹ năng hình	b		2	
金银	kim ngân	b		2	
紫外	tử ngoại	b		2	
加强型	gia cường hình	b		2	
半封建	bán phong kiến	b		2	
肥胖型	phì bàn hình	b		2	
药用	dược dụng	b		2	
起重	khởi trọng	b		2	
有声	hữu thanh	b		2	
无性	vô tính	b		2	
凭证式	bằng chứng thức	b		2	
服务型	phục vụ hình	b		1	
高浓度	cao nùng độ	b		2	
橙	tranh	Bg		2	
竖条	thụ điều	b		1	
清真	thanh chân	b		2	
中型	trung hình	b		2	
内涵式	nội hàm thức	b		2	
活性	hoạt tính	b		2	
非市场	phi thị trường	b		2	
外套	ngoại sáo	b		1	
大牌	đại bài	b		1	
粉红	phấn hồng	b		2	
活期	hoạt kỳ	b		2	
集约型	tập ước hình	b		2	
仓储式	thương trữ thức	b		2	
矮秆	ải cán	b		2	
多抗	đa kháng	b		2	
跨学科	khoá học khoa	b		2	
断木	đoạn mộc	b		2	
异步	dị bộ	b		2	
丝织	ti chức	b		2	
汉英	hán anh	b		1	
出口导向型	xuất khẩu đạo hướng hình	b		2	
定向	định hướng	b		2	
有色	hữu sắc	b		2	
连日	liên nhật	b		2	
万国	vạn quốc	b		2	
温饱型	ôn bão hình	b		2	
淘汰式	đào thải thức	b		2	
编内	biên nội	b		1	
红外	hồng ngoại	b		2	
单行	đơn hành	b		2	
野战	dã chiến	b		2	
预算内	dự toán nội	b		2	
孪生	loan sinh	b		2	
双面	song diện	b		2	
正副	chính phó	b		2	
厅局级	sảnh cục cấp	b		2	
非经营性	phi kinh doanh tính	b		2	
工矿	công khoáng	b		2	
非公务	phi công vụ	b		2	
渐进式	tiệm tiến thức	b		2	
袖珍	tụ trân	b		2	
淡红	đạm hồng	b		1	
加厚型	gia hậu hình	b		1	
深色	thâm sắc	b		1	
无计划	vô kế hoạch	b		1	
整套	chỉnh sáo	b		1	
紧密层	khẩn mật tầng	b		1	
甚高频	thậm cao tần	b		1	
首份	thủ phần	b		1	
水冲式	thuỷ xung thức	b		1	
沼气式	chiểu khí thức	b		1	
最轻量级	tối khinh lượng cấp	b		1	
伞状	tán trạng	b		1	
伊斯兰式	y tư lan thức	b		1	
罗马式	la mã thức	b		1	
特快	đặc khoái	b		1	
显性	hiển tính	b		1	
非金融	phi kim dung	b		1	
生产型	sinh sản hình	b		1	
超长	siêu trường	b		1	
优等	ưu đẳng	b		1	
无计名	vô kế danh	b		1	
超高	siêu cao	b		1	
人造	nhân tạo	b		1	
非生产性	phi sinh sản tính	b		1	
同一个	đồng nhất cá	b		1	
非常规	phi thường quy	b		1	
异型	dị hình	b		1	
模拟式	mô nghĩ thức	b		1	
最新型	tối tân hình	b		1	
超薄	siêu bạc	b		1	
喷墨	phún mặc	b		1	
超高产	siêu cao sản	b		1	
专任	chuyên nhậm	b		1	
墨绿	mặc lục	b		1	
县团级	huyện đoàn cấp	b		1	
地厅级	địa sảnh cấp	b		1	
工余	công dư	b		1	
雷锋式	lôi phong thức	b		1	
师级	sư cấp	b		1	
非贸易	phi mậu dịch	b		1	
分立式	phân lập thức	b		1	
应用型	ứng dụng hình	b		1	
滩涂式	than đồ thức	b		1	
超长穗型	siêu trường tuệ hình	b		1	
软型	nhuyễn hình	b		1	
浅棕	thiển tông	b		1	
额外	ngạch ngoại	b		1	
免冠	miễn quan	b		1	
弱智	nhược trí	b		1	
烫金	nãng kim	b		1	
散文式	tán văn thức	b		1	
司局级	ty cục cấp	b		1	
非正常	phi chính thường	b		1	
可燃	khả nhiên	b		1	
哈姆雷特式	cáp mẫu lôi đặc thức	b		1	
非理性	phi lý tính	b		1	
上期	thượng kỳ	b		1	
超现实	siêu hiện thực	b		1	
超时空	siêu thời không	b		1	
地方级	địa phương cấp	b		1	
耐火	nại hoả	b		1	
极右	cực hữu	b		1	
假想	giả tưởng	b		1	
浅黄	thiển hoàng	b		1	
浅表	thiển biểu	b		1	
形而下	hình nhi hạ	b		1	
非工程	phi công trình	b		1	
一体式	nhất thể thức	b		1	
非公有	phi công hữu	b		1	
非政治性	phi chính trị tính	b		1	
虚无	hư vô	b		1	
满腹	mãn phúc	b		1	
顶级	đỉnh cấp	b		1	
无规律	vô quy luật	b		1	
铁血	thiết huyết	b		1	
法国式	pháp quốc thức	b		1	
独辫	độc biện	b		1	
老花	lão hoa	b		1	
在读	tại độc	b		1	
越南式	việt nam thức	b		1	
超国家	siêu quốc gia	b		1	
空气型	không khí hình	b		1	
立体式	lập thể thức	b		1	
顶尖级	đỉnh tiêm cấp	b		1	
正处级	chính xử cấp	b		1	
老龄	lão linh	b		1	
乡级	hương cấp	b		1	
初等	sơ đẳng	b		1	
分离式	phân ly thức	b		1	
路堤式	lộ đê thức	b		1	
专家级	chuyên gia cấp	b		1	
下任	hạ nhậm	b		1	
鹞式	diêu thức	b		1	
单日	đơn nhật	b		1	
跳跃式	khiêu dược thức	b		1	
非经济	phi kinh tế	b		1	
隐形	ẩn hình	b		1	
自助	tự trợ	b		1	
上列	thượng liệt	b		1	
常胜	thường thắng	b		1	
密码式	mật mã thức	b		1	
甜糯	điềm nhu	b		1	
福利型	phúc lợi hình	b		1	
机械式	cơ giới thức	b		1	
大湖型	đại hồ hình	b		1	
助理级	trợ lý cấp	b		1	
非官方	phi quan phương	b		1	
全天然	toàn thiên nhiên	b		1	
中式	trúng thức	b		1	
舰载	hạm tải	b		1	
单面	đơn diện	b		1	
便携式	tiện huề thức	b		1	
超阶段	siêu giai đoạn	b		1	
超常规	siêu thường quy	b		1	
正厅级	chính sảnh cấp	b		1	
家生	gia sinh	b		1	
大中小	đại trung tiểu	b		1	
箱式	tương thức	b		1	
低产	đê sản	b		1	
非警务	phi cảnh vụ	b		1	
常设	thường thiết	b		1	
无人	vô nhân	b		1	
双排座	song bài toạ	b		1	
非船	phi thuyền	b		1	
非船舶	phi thuyền bạc	b		1	
船用	thuyền dụng	b		1	
高频	cao tần	b		1	
高能	cao năng	b		1	
潮州籍	triều châu tịch	b		1	
两年制	lưỡng niên chế	b		1	
部省级	bộ tỉnh cấp	b		1	
农贸	nông mậu	b		1	
盘山	bàn sơn	b		1	
蜂巢状	phong sào trạng	b		1	
右倾	hữu khuynh	b		1	
优惠性	ưu huệ tính	b		1	
程派	trình phái	b		1	
闪电式	thiểm điện thức	b		1	
非艺术	phi nghệ thuật	b		1	
专题式	chuyên đề thức	b		1	
庆祝性	khánh chúc tính	b		1	
原创	nguyên sáng	b		1	
超现实主义	siêu hiện thực chủ nghĩa	b		1	
旷古	khoáng cổ	b		1	
都市型	đô thị hình	b		1	
酒囊饭袋式	tửu nang phạn đại thức	b		1	
多类型	đa loại hình	b		1	
十字	thập tự	b		1	
传统型	truyền thống hình	b		1	
非良性	phi lương tính	b		1	
非自身	phi tự thân	b		1	
长短期	trường đoản kỳ	b		1	
非均衡	phi quân hoành	b		1	
无店铺	vô điếm phô	b		1	
大师级	đại sư cấp	b		1	
四等	tứ đẳng	b		1	
扩张式	khuếch trương thức	b		1	
南纬	nam vĩ	b		1	
半大	bán đại	b		1	
从动	tòng động	b		1	
紫绀型	tử cám hình	b		1	
光电	quang điện	b		1	
无中继	vô trung kế	b		1	
非互惠	phi hỗ huệ	b		1	
非政府	phi chính phủ	b		1	
特约	đặc ước	b		1	
单季	đơn quý	b		1	
记账式	ký trướng thức	b		1	
双引擎	song dẫn kình	b		1	
自由式	tự do thức	b		1	
非地震	phi địa chấn	b		1	
雌性	thư tính	b		1	
小康型	tiểu khang hình	b		1	
科技型	khoa kỹ hình	b		1	
民主型	dân chủ hình	b		1	
共用	cộng dụng	b		1	
非意愿	phi ý nguyện	b		1	
烟道式	yên đạo thức	b		1	
瘦肉型	sấu nhục hình	b		1	
大无畏	đại vô uý	b		1	
俯视式	phủ thị thức	b		1	
草黄	thảo hoàng	b		1	
灰青	khôi thanh	b		1	
翠青	thuý thanh	b		1	
暴力式	bạo lực thức	b		1	
低毒	đê độc	b		1	
报复性	báo phục tính	b		1	
背水一战式	bối thuỷ nhất chiến thức	b		1	
手动	thủ động	b		1	
团级	đoàn cấp	b		1	
局属	cục thuộc	b		1	
无资格	vô tư cách	b		1	
超范围	siêu phạm vi	b		1	
多年生	đa niên sinh	b		1	
陶制	đào chế	b		1	
非关税	phi quan thuế	b		1	
载人	tải nhân	b		1	
无放射性	vô phóng xạ tính	b		1	
非遗传性	phi di truyện tính	b		1	
公立	công lập	b		1	
非专科	phi chuyên khoa	b		1	
私立	tư lập	b		1	
五星级	ngũ tinh cấp	b		1	
国际级	quốc tế cấp	b		1	
三星级	tam tinh cấp	b		1	
多式	đa thức	b		1	
手提	thủ đề	b		1	
锚拉式	miêu lạp thức	b		1	
门架式	môn giá thức	b		1	
无容身之地	vô dung thân chi địa	b		1	
非智力	phi trí lực	b		1	
四级	tứ cấp	b		1	
三流	tam lưu	b		1	
仿生	phỏng sinh	b		1	
一应	nhất ứng	b		1	
冒牌	mạo bài	b		1	
炫技式	huyễn kỹ thức	b		1	
内敛	nội liễm	b		1	
柳叶形	liễu diệp hình	b		1	
桃红	đào hồng	b		1	
淡紫	đạm tử	b		1	
中质	trung chất	b		1	
破釜沉舟式	phá phủ trầm châu thức	b		1	
普通型	phổ thông hình	b		1	
万吨级	vạn đốn cấp	b		1	
长短途	trường đoản đồ	b		1	
非盈利	phi doanh lợi	b		1	
单雄蕊	đơn hùng nhuỵ	b		1	
百科全书式	bách khoa toàn thư thức	b		1	
多方位	đa phương vị	b		1	
多样式	đa dạng thức	b		1	
乌光	ô quang	b		1	
实力型	thực lực hình	b		1	
非领导职务	phi lĩnh đạo chức vụ	b		1	
超导	siêu đạo	b		1	
背带式	bối đái thức	b		1	
翻毛	phiên mao	b		1	
特大号	đặc đại hiệu	b		1	
杯壁	bôi bích	b		1	
扩张型	khuếch trương hình	b		1	
彩板型	thải bản hình	b		1	
知识型	tri thức hình	b		1	
二三流	nhị tam lưu	b		1	
桔黄	kết hoàng	b		1	
浅绿	thiển lục	b		1	
深蓝	thâm lam	b		1	
保洁	bảo khiết	b		1	
重磅	trọng bàng	b		1	
中下等	trung hạ đẳng	b		1	
远期	viễn kỳ	b		1	
中档	trung đáng	b		1	
容错	dung thác	b		1	
增强型	tăng cường hình	b		1	
混合型	hỗn hợp hình	b		1	
直通式	trực thông thức	b		1	
两性	lưỡng tính	b		1	
非上市	phi thướng thị	b		1	
工亡	công vong	b		1	
贺卡式	hạ tạp thức	b		1	
非营利	phi doanh lợi	b		1	
四星级	tứ tinh cấp	b		1	
双门	song môn	b		1	
多门	đa môn	b		1	
新款	tân khoản	b		1	
左倾	tả khuynh	b		1	
一档	nhất đáng	b		1	
精纺	tinh phưởng	b		1	
薄型	bạc hình	b		1	
上好	thượng hảo	b		1	
小袋装	tiểu đại trang	b		1	
雄奇	hùng kỳ	b		1	
