他们	PN	bọn hắn	
所	M	chỗ	
所	MSP	chỗ	
所	AD	chỗ	
所	NN	chỗ	
位	VV	vị	
位	M	vị	
位	NN	vị	
外	NN	bên ngoài	
外	LC	bên ngoài	
外	JJ	bên ngoài	
外	AD	bên ngoài	
此	PN	này	
此	DT	này	
向	P	hướng	
向	VV	hướng	
向	NN	hướng	
或	CC	hoặc	
或	AD	hoặc	
她	PN	nàng	
比	P	so với	
比	NR	so với	
比	CC	so với	
比	NN	so với	
比	VV	so với	
开始	VV	bắt đầu	
开始	LC	bắt đầu	
开始	NN	bắt đầu	
于	P	tại	
于	VV	tại	
则	AD	thì	
则	M	thì	
据	P	theo	
据	VV	theo	
得	VV	được	
得	DER	được	
得	DEC	được	
得	DEV	được	
得	NN	được	
项	M	hạng	
项	NN	hạng	
其	PN	nó	
至	CC	đến	
至	P	đến	
至	VV	đến	
至	AD	đến	
好	JJ	tốt	
好	VA	tốt	
好	VV	tốt	
好	AD	thật	
好	NN	tốt	
好	MSP	tốt	
名	M	tên	
名	JJ	tên	
名	NN	tên	
该	DT	cần	
里	LC	trong	
里	M	trong	
该	VV	cần	
里	NN	trong	
同	DT	cùng	
把	BA	đem	
同	P	cùng	
同	JJ	cùng	
同	CC	cùng	
同	AD	cùng	
把	M	đem	
同	NN	cùng	
同	VA	cùng	
同	VV	cùng	
把	VV	đem	
因为	P	bởi vì	
用	VV	dùng	
用	P	dùng	
因为	CS	bởi vì	
用	NN	dùng	
天	M	trời	
天	NN	trời	
近	AD	gần	
近	VV	gần	
近	P	gần	
近	VA	gần	
近	JJ	gần	
台	NR	đài	
台	M	đài	
台	NN	đài	
内	LC	trong	
内	NN	trong	
内	AD	trong	
四	CD	bốn	
四	OD	bốn	
四	NR	bốn	
五	CD	năm	
五	OD	năm	
五	NT	năm	
过	AS	qua	
过	AD	qua	
过	VV	qua	
过	P	qua	
有关	JJ	có quan hệ	
有关	P	có quan hệ	
有关	VV	có quan hệ	
！	PU	!	Capr Nwsl
这些	DT	chút này	
这些	PN	chút này	
出	VV	ra	
出	M	ra	
出	AD	ra	
包括	VV	bao quát	
包括	AD	bao quát	
包括	P	bao quát	
本	DT	vốn	
本	VV	vốn	
本	M	vốn	
本	NN	vốn	
本	AD	vốn	
几	CD	mấy	
几	AD	mấy	
几	NN	mấy	
如	VV	như	
如	CS	như	
如	AD	như	
如	P	như	
通过	P	thông qua	
通过	VV	thông qua	
通过	NN	thông qua	
首	OD	đầu	
十	CD	mười	
由于	P	bởi vì	
首	NN	đầu	
十	OD	mười	
首	M	đầu	
由于	CS	bởi vì	
首	DT	đầu	
首	AD	đầu	
以及	CC	cùng với	
为了	P	vì	
届	M	giới	
届	VV	giới	
岁	M	tuổi	
给	P	cho	
给	VV	cho	
较	AD	so	
较	P	so	
较	VA	so	
期	NN	kỳ	
吨	M	tấn	
期	M	kỳ	
期	VV	kỳ	
二	CD	hai	
二	OD	hai	
…	PU	…	Capx Nwsl
二	AD	hai	
以来	LC	đến nay	
它	PN	nó	
去	NN	đi	
去	MSP	đi	
去	VV	đi	
像	P	giống	
像	VV	giống	
像	AD	giống	
像	NN	giống	
其他	DT	khác	
其他	PN	khác	
起	VV	lên	
起	M	lên	
起	LC	lên	
间	LC	giữa	
间	M	giữa	
你	PN	ngươi	
你	VV	ngươi	
你	NN	ngươi	
批	M	phê	
批	VV	phê	
．	PU	.	Capr Nwsl
除了	P	trừ ra	
作为	P	làm nên	
作为	VV	làm nên	
作为	NN	làm nên	
以上	LC	phía trên	
这样	AD	dạng này	
虽然	CS	tuy nhiên	
这样	PN	dạng này	
这样	JJ	dạng này	
以上	JJ	phía trên	
这样	VV	dạng này	
这样	DT	dạng này	
以上	PN	phía trên	
应	VV	ứng	
月	NN	tháng	
月	AD	tháng	
应	P	ứng	
月	M	tháng	
月	JJ	tháng	
如果	CS	nếu như	
自	P	tự	
自	AD	tự	
自	PN	tự	
因	P	nhân	
因	NN	nhân	
根据	P	căn cứ	
根据	NN	căn cứ	
无	VE	không	
无	JJ	không	
无	NN	không	
无	VV	không	
无	AD	không	
如何	AD	thế nào	
如何	VV	thế nào	
如何	VA	thế nào	
如何	DT	thế nào	
如何	JJ	thế nào	
那	DT	kia	
那	PN	kia	
那	AD	kia	
成	VV	thành	
什么	PN	cái gì	
什么	DT	cái gì	
什么	AD	cái gì	
什么	JJ	cái gì	
成	M	thành	
成	NR	thành	
’	PU	’	Capx Nwsl
当	P	đương	
分	VV	phân	
当	VV	đương	
分	AD	phân	
分	M	phân	
当	DT	đương	
当	AD	đương	
分	NN	phân	
当	NN	đương	
六	CD	sáu	
六	OD	sáu	
六	NT	sáu	
‘	PU	‘	Capx Nwsr
部	NN	bộ	
部	M	bộ	
双方	PN	đôi bên	
之后	LC	về sau	
之后	AD	về sau	
／	PU	/	Capx Nwsl | Nwsr
受	VV	chịu	
受	P	chịu	
欧元	NN	Euro	
受	LB	chịu	
欧元	M	Euro	
受	SB	chịu	
之间	LC	giữa	
随着	P	cùng với	
另	DT	khác	
还是	AD	vẫn là	
还是	CC	vẫn là	
另	AD	khác	
没	VE	không có	
没	AD	không có	
没	VV	không có	
条	M	điều	
条	NN	điều	
底	LC	đáy	
甚至	AD	thậm chí	
底	JJ	đáy	
底	NN	đáy	
甚至	CC	thậm chí	
人民币	NN	nhân dân tệ	
人民币	M	nhân dân tệ	
七	CD	bảy	
经过	P	trải qua	
经过	VV	trải qua	
七	OD	bảy	
七	NT	bảy	
经过	NN	trải qua	
级	M	cấp	
级	NN	cấp	
日	NR	ngày	
日	M	ngày	
日	JJ	ngày	
日	AD	ngày	
日	NN	ngày	
日	NT	ngày	
段	M	đoạn	
部分	NN	bộ phận	
段	NN	đoạn	
部分	M	bộ phận	
部分	CD	bộ phận	
八	CD	tám	
八	OD	tám	
对于	P	đối với	
点	M	điểm	
点	NN	điểm	
点	VV	điểm	
点	AD	điểm	
而且	CC	đã thế	
不仅	CC	không chỉ	
而且	AD	đã thế	
度	M	độ	
不仅	AD	không chỉ	
度	VV	độ	
比较	AD	tương đối	
比较	VV	tương đối	
比较	NN	tương đối	
比较	P	tương đối	
若	CS	như	
场	M	trường	
场	NN	trường	
若	VV	như	
若	P	như	
倍	M	lần	
加上	VV	tăng thêm	
加上	AD	tăng thêm	
加上	CC	tăng thêm	
少	VA	thiếu	
少	JJ	thiếu	
少	AD	thiếu	
少	CD	thiếu	
少	VV	thiếu	
即	AD	tức	
大家	PN	mọi người	
即	VV	tức	
即	VC	tức	
大家	NN	mọi người	
经	P	kinh	
经	VV	kinh	
经	NN	kinh	
半	CD	nửa	
半	AD	nửa	
区	NN	khu	
九	CD	chín	
任何	DT	bất kỳ	
九	NR-SHORT	chín	
九	OD	chín	
九	NR	chín	
区	NR	khu	
区	M	khu	
九	NT	chín	
初	LC	sơ	
初	AD	sơ	
初	NN	sơ	
初	OD	sơ	
这里	PN	nơi này	
类	M	loại	
整	DT	chỉnh	
所有	DT	tất cả	
整	JJ	chỉnh	
整	AD	chỉnh	
所有	JJ	tất cả	
类	NN	loại	
非	VC	không phải là	
非	JJ	không phải là	
非	AD	không phải là	
非	NR	không phải là	
代	M	thay	
代	VV	thay	
代	JJ	thay	
份	M	phần	
份	NN	phần	
路	NN	đường	
处	VV	chỗ	
号	M	số	
处	NN	chỗ	
只有	CS	chỉ có	
路	M	đường	
处	M	chỗ	
重	JJ	nặng	
重	M	nặng	
重	VV	nặng	
只有	AD	chỉ có	
处	LC	chỗ	
号	NN	số	
重	VA	nặng	
重	AD	nặng	
重	NN	nặng	
只有	VV	chỉ có	
号	VV	số	
张	M	trương	
亦	AD	cũng	
亦	CC	cũng	
谁	PN	ai	
张	NR	trương	
亦	VC	cũng	
谁	DT	ai	
公里	M	kilômét	
公里	NN	kilômét	
带	VV	mang	
带	NN	mang	
带	M	mang	
面对	VV	đối mặt	
面对	P	đối mặt	
米	M	gạo	
米	NN	gạo	
针对	P	nhằm vào	
如此	AD	như thế	
如此	PN	như thế	
针对	JJ	nhằm vào	
打	VV	đánh	
打	P	đánh	
针对	VV	nhằm vào	
如此	VV	như thế	
如此	DT	như thế	
系列	M	hệ liệt	
系列	NN	hệ liệt	
现	AD	hiện	
头	DT	đầu	
头	M	đầu	
现	VV	hiện	
头	NN	đầu	
现	JJ	hiện	
头	OD	đầu	
头	LC	đầu	
现	NT	hiện	
片	M	mảnh	
片	NN	mảnh	
座	M	toà	
连	AD	liền	
连	P	liền	
座	NN	toà	
连	NR	liền	
连	VV	liền	
手	NN	tay	
手	M	tay	
左右	LC	trái phải	
只要	CS	chỉ cần	
只要	AD	chỉ cần	
左右	VV	trái phải	
左右	NN	trái phải	
左右	AD	trái phải	
件	M	kiện	
除	P	trừ	
除	VV	trừ	
末	LC	mạt	
末	OD	mạt	
靠	P	dựa	
靠	VV	dựa	
虽	CS	dù	
吗	SP	à	
虽	AD	dù	
班	M	ban	
之外	LC	bên ngoài	
班	NN	ban	
以前	NT	trước kia	
以前	LC	trước kia	
系	VV	hệ	
系	NN	hệ	
系	VC	hệ	
以前	AD	trước kia	
系	CS	hệ	
例	M	lệ	
尽管	CS	cứ việc	
全部	AD	toàn bộ	
关于	P	về	
副	JJ	phó	
全部	DT	toàn bộ	
既	CC	đã	
行	NN	hành	
例	NN	lệ	
方	NN	phương	
小时	NN	giờ	
行	VV	hành	
行	M	hành	
既	CS	đã	
方	M	phương	
方	AD	phương	
尽管	AD	cứ việc	
副	M	phó	
小时	M	giờ	
全部	CD	toàn bộ	
既	AD	đã	
小时	AD	giờ	
方	VV	phương	
这么	AD	như vậy	
这么	DT	như vậy	
任	VV	nhậm	
任	M	nhậm	
任	NR	nhậm	
任	AD	nhậm	
套	M	bộ	
边	LC	bên	
边	NN	bên	
边	M	bên	
边	AD	bên	
套	VV	bộ	
１	NT-SHORT	1	
１	CD	1	
１	NT	1	
跟	P	cùng	
跟	VV	cùng	
跟	CC	cùng	
於	P	với	
至于	P	còn đến	
至于	AD	còn đến	
按	P	ấn	
後	LC	sau	
按	VV	ấn	
数	CD	đếm	
具	VV	cụ	
数	NN	đếm	
具	M	cụ	
数	VV	đếm	
另外	AD	mặt khác	
站	NN	trạm	
波	NR	sóng	
另外	JJ	mặt khác	
站	M	đứng	
波	M	sóng	
站	VV	đứng	
另外	DT	mặt khác	
波	NN	sóng	
笔	M	bút	
笔	NN	bút	
３	CD	3	
台币	NN	tiền Đài Loan	
并且	CC	hơn nữa	
６	CD	6	
呢	SP	nè	
之前	LC	về trước	
之前	AD	về trước	
并且	AD	hơn nữa	
台币	M	tiền Đài Loan	
一切	DT	hết thảy	
一切	PN	hết thảy	
有些	PN	có chút	
万	CD	vạn	
有些	DT	có chút	
有些	AD	có chút	
何	DT	gì	
何	PN	gì	
何	AD	gì	
双	CD	đôi	
即使	AD	dù cho	
即使	CS	dù cho	
或是	CC	hoặc là	
双	M	đôi	
或是	AD	hoặc là	
双	AD	đôi	
楼	NN	lầu	
按照	P	dựa theo	
有的	PN	có	
透过	VV	thấu qua	
它们	PN	chúng nó	
楼	M	lầu	
透过	P	thấu qua	
它们	NN	chúng nó	
有的	DT	có	
周	M	tuần	
生	VV	sinh	
生	NN	sinh	
周	NR	tuần	
周	NN	tuần	
生	M	sinh	
百	CD	trăm	
户	M	hộ	
回	VV	hồi	
回	M	hồi	
户	NN	hộ	
５	CD	5	
千	CD	nghìn	
支	M	chi	
身	NN	thân	
身	M	thân	
平方公里	M	ki-lô-mét vuông	
口	M	miệng	
口	LC	miệng	
口	NN	miệng	
属于	P	thuộc về	
块	M	khối	
属于	VV	thuộc về	
以后	LC	sau này	
以下	JJ	dưới đây	
步	M	bước	
以下	LC	dưới đây	
股	M	cỗ	
以下	PN	dưới đây	
股	NN	cỗ	
以后	AD	sau này	
步	NN	bước	
２	CD	2	
公尺	M	mét	
离	VV	cách	
不但	CC	chẳng những	
面	NN	mặt	
面	M	mặt	
离	P	cách	
不但	AD	chẳng những	
面	LC	mặt	
－	PU	-	Capx Nwsl | Nwsr
线	NN	tuyến	
线	M	tuyến	
篇	M	bài	
〈	PU	⟨	Capr Nwsr
〉	PU	⟩	Capx Nwsl
４	CD	4	
字	NN	chữ	
字	M	chữ	
句	M	câu	
篇	NN	bài	
句	NN	câu	
－	VV	¯	
皆	AD	đều	
皆	VC	đều	
等等	ETC	đợi chút	
相互	PN	lẫn nhau	
相互	AD	lẫn nhau	
群	M	nhóm	
群	NN	nhóm	
轮	M	vòng	
轮	NN	vòng	
本身	PN	bản thân	
颗	M	viên	
依	P	dựa vào	
依	VV	dựa vào	
别	VV	đừng	
别	AD	đừng	
别	DT	đừng	
别	NN	đừng	
为止	LC	cho đến	
前年	NT	năm kia	
年度	NN	niên độ	
单	CD	đơn	
单	JJ	đơn	
些	M	chút	
不管	AD	bất kể	
不管	CS	bất kể	
些	CD	chút	
单	AD	đơn	
年度	M	niên độ	
美金	NN	USD	
美金	M	USD	
单	NN	đơn	
年度	JJ	niên độ	
为止	VV	cho đến	
些	AD	chút	
不管	CC	bất kể	
前年	LC	năm kia	
在于	VV	ở chỗ	
东	LC	đông	
族	NN	tộc	
在于	P	ở chỗ	
东	NN	đông	
道	NN	đạo	
东	VA	đông	
道	VV	nói	
东	NR	đông	
东	AD	đông	
道	M	đạo	
族	M	tộc	
门	M	cửa	
其它	DT	khác	
秒	M	giây	
辆	M	chiếc	
７	CD	7	
声	NN	tiếng	
门	NN	cửa	
球	NN	bóng	
７	NT	7	
球	M	bóng	
声	M	tiếng	
相对	AD	tương đối	
自我	PN	tự mình	
那些	DT	chút kia	
兼	CC	kiêm	
自我	AD	tự mình	
相对	JJ	tương đối	
兼	VV	kiêm	
相对	VV	tương đối	
相对	P	tương đối	
兼	AD	kiêm	
那些	PN	chút kia	
自我	VA	tự mình	
在内	LC	ở bên trong	
管	NN	quản	
管	VV	quản	
枚	M	miếng	
某	DT	nào đó	
往	VV	hướng	
往	P	hướng	
不论	CS	bất luận	
一旦	CS	một khi	
不论	AD	bất luận	
哪	DT	nào	
某	JJ	nào đó	
哪	AD	nào	
不论	CC	bất luận	
管	M	quản	
哪	SP	nào	
一旦	NN	một khi	
哪	PN	nào	
管	BA	quản	
截至	P	tính đến	
继	P	kế	
晚	VA	muộn	
桶	M	thùng	
怎样	VV	như thế nào	
票	NN	phiếu	
晚	NN	muộn	
遭	VV	gặp	
遭	LB	gặp	
定位	NN	định vị	
晚	NT	muộn	
定位	VV	định vị	
定位	M	định vị	
怎样	AD	như thế nào	
票	M	phiếu	
晚	AD	muộn	
遭	SB	gặp	
怎样	PN	như thế nào	
继	VV	kế	
遭	M	gặp	
桶	NN	thùng	
依据	P	căn cứ	
平方米	M	mét vuông	
毫	AD	hào	
且	CC	còn	
季	NN	quý	
层	M	tầng	
彼此	PN	lẫn nhau	
依据	NN	căn cứ	
分钟	M	phút	
身为	P	thân là	
且	AD	còn	
季	M	quý	
层	NN	tầng	
分钟	NN	phút	
身为	VV	thân là	
毫	M	hào	
依据	VV	căn cứ	
加	VV	thêm	
公斤	M	kilogram	
或者	CC	hoặc là	
加	NR	thêm	
刻	M	khắc	
加	CC	thêm	
刻	VV	khắc	
刻	NN	khắc	
人次	M	đợt người	
组	M	tổ	
通	NN	thông	
８	CD	8	
暨	CC	kỵ	
她们	PN	các nàng	
通	VV	thông	
般	VA	như vậy	
组	VV	tổ	
通	VA	thông	
通	M	thông	
组	NN	tổ	
人次	NN	đợt người	
般	M	như vậy	
足	NN	chân	
足	VA	đủ	
随	P	theo	
足	VV	đủ	
隔	P	cách	
随	VV	theo	
藉	P	dựa	
藉	VV	dựa	
譬如	AD	thí dụ như	
替	P	thay	
隔	VV	cách	
人人	NN	người người	
人人	PN	người người	
隔	NN	cách	
足	AD	đủ	
足	M	đủ	
譬如	P	thí dụ như	
全体	DT	toàn thể	
假	JJ	giả	
假	VA	giả	
吧	SP	nha	
你们	PN	các ngươi	
为何	AD	vì sao	
全体	JJ	toàn thể	
假	NN	giả	
假	P	giả	
你们	NN	các ngươi	
全体	NN	toàn thể	
为何	PN	vì sao	
朝	NR	hướng	
公顷	M	héc-ta	
各自	PN	riêng phần mình	
港元	M	đô la Hồng Kông	
立方米	M	mét khối	
本人	PN	bản thân	
朝	P	hướng	
各自	JJ	riêng phần mình	
哪里	PN	nơi nào	
堆	VV	đống	
哪里	AD	nơi nào	
堆	M	đống	
各自	AD	riêng phần mình	
朝	VV	hướng	
朝	NN	hướng	
堆	NN	đống	
截止	P	hết hạn	
之际	LC	thời khắc	
某些	DT	nào đó	
截止	VV	hết hạn	
截止	NN	hết hạn	
基于	VV	căn cứ vào	
基于	P	căn cứ vào	
面向	VV	mặt hướng	
那样	AD	dạng kia	
面向	P	mặt hướng	
到处	AD	khắp nơi	
曲	NN	khúc	
那里	PN	chỗ đó	
靠着	P	dựa vào	
曲	VV	khúc	
到处	PN	khắp nơi	
面向	NN	mặt hướng	
那样	VV	dạng kia	
那里	AD	chỗ đó	
那样	PN	dạng kia	
曲	M	khúc	
那样	JJ	dạng kia	
明	VA	sáng	
番	M	phiên	
明	NT	sáng	
自身	PN	bản thân	
似	P	tựa	
处处	PN	chốn chốn	
明	AD	sáng	
之下	LC	bên dưới	
明	NR	sáng	
似	AD	tựa	
栋	M	căn	
似	VV	tựa	
好像	P	thật giống	
明	NN	sáng	
好像	VV	thật giống	
处处	VV	chốn chốn	
好像	AD	thật giống	
处处	AD	chốn chốn	
似	VA	tựa	
处处	NN	chốn chốn	
明	JJ	sáng	
旁	LC	bên cạnh	
之中	LC	ở trong	
架	M	gác	
著	VV	lấy	
派	VV	phái	
著	AS	lấy	
旁	M	bên cạnh	
派	M	phái	
旁	NN	bên cạnh	
派	NN	phái	
架	VV	gác	
以便	AD	để	
９	CD	9	
宗	M	tông	
做为	P	làm như	
凭	P	bằng	
对方	PN	đối phương	
顶	VV	đỉnh	
宗	VV	tông	
以便	CC	để	
像是	AD	giống là	
凭	VV	bằng	
既然	CS	như đã	
对方	NN	đối phương	
顶	M	đỉnh	
顶	LC	đỉnh	
做为	VV	làm như	
像是	P	tựa như	
凭	NN	bằng	
顶	NN	đỉnh	
集	VV	tập	
页	M	trang	
自从	P	từ lúc	
不如	CC	không bằng	
团	NN	đoàn	
集	NN	tập	
不如	VV	không bằng	
什么样	PN	cái dạng gì	
集	M	tập	
不如	AD	không bằng	
团	M	đoàn	
藉着	P	nhờ vào	
什么样	DT	cái dạng gì	
页	NN	trang	
以外	LC	ngoài ra	
无论	AD	bất kể	
脚	NN	bàn chân	
纸	NN	tờ	
里面	NN	bên trong	
无论	CS	bất kể	
队	NN	đội	
队	M	đội	
由於	P	bởi vì	
个个	M	mỗi người	
彷佛	AD	phảng phất	
个个	PN	mỗi người	
无论	VV	bất kể	
里面	LC	bên trong	
脚	M	bàn chân	
彷佛	P	phảng phất	
个个	NN	mỗi người	
个个	AD	mỗi người	
无论	CC	bất kể	
纸	M	giấy	
凡	AD	phàm	
今	NT	nay	
象	P	giống	
依靠	VV	dựa vào	
条款	M	điều khoản	
零	CD	linh	
款	NN	khoản	
象	NN	giống	
今	DT	nay	
条款	NN	điều khoản	
款	M	khoản	
依靠	P	dựa vào	
啊	SP	ah	
＞	PU	>	Capr Nwsl
象	VA	giống	
坪	NR	bình	
坪	M	bình	
凡	DT	phàm	
啊	IJ	ah	
啊	DER	ah	
千瓦	M	ki-lô-oát	
排	VV	xếp	
跨	VV	băng qua	
前后	LC	trước sau	
石	NN	đá	
还有	AD	còn có	
石	NR	đá	
甲	NN	giáp	
哪些	DT	cái nào	
而已	SP	mà thôi	
排	M	xếp	
刀	NN	đao	
刀	M	đao	
脸	NN	mặt	
跨	M	băng qua	
甲	CD	giáp	
比起	P	so với	
连串	JJ	liên tục	
而已	AD	mà thôi	
连串	M	liên tục	
前后	NN	trước sau	
甲	M	giáp	
哪些	PN	cái nào	
还有	CC	còn có	
公分	M	centimet	
脸	M	mặt	
甲	VV	giáp	
石	M	đá	
比起	VV	so với	
沿	P	ven	
章	M	chương	
瓦	M	ngói	
式	M	kiểu	
如同	P	như cùng	
趁	P	thừa dịp	
距	VV	cách	
趁	VV	thừa dịp	
距	P	cách	
如同	VV	như cùng	
式	NN	kiểu	
章	NN	chương	
瓦	NN	ngói	
乃至	CC	thậm chí	
的话	SP	lời nói	
幅	M	bức	
包	NN	bao	
层层	NN	tầng tầng	
层层	M	tầng tầng	
胞	M	bào	
包	VV	bao	
层层	AD	tầng tầng	
落	VV	rụng	
包	M	bao	
落	M	rụng	
胞	NN	bào	
春	NT	xuân	
艘	M	chiếc	
历	AD	lịch	
之内	LC	bên trong	
界	M	giới	
历	DT	lịch	
局	M	cục	
栏	NN	lan	
春	NN	xuân	
局	NN	cục	
以免	CS	để tránh	
界	NN	giới	
其余	DT	còn lại	
以免	VV	để tránh	
不管是	AD	bất kể là	
界	VV	giới	
经由	P	đi qua	
相对于	VV	so với	
以免	AD	để tránh	
相对于	P	so với	
不管是	CC	bất kể là	
栏	M	lan	
以免	MSP	để tránh	
亿	CD	ức	
值	VV	giá trị	
际	NN	tế	
依照	P	y theo	
无论是	AD	vô luận là	
翻	VV	lật	
依照	VV	y theo	
端	NN	bưng	
止	LC	dừng lại	
何时	PN	khi nào	
色	NN	sắc	
予	VV	dư	
尾	M	đuôi	
值	P	giá trị	
予	P	dư	
止	VV	dừng lại	
＊	PU	*	Capx Nwsl | Nwsr
波波	M	Ba Ba	
克	M	khắc	
克	VV	khắc	
科	NN	khoa	
尾	LC	đuôi	
尾	NN	đuôi	
际	LC	tế	
无论是	CC	vô luận là	
克	NN	khắc	
何时	AD	khi nào	
端	M	bưng	
科	M	khoa	
予	PN	dư	
科	VV	khoa	
端	LC	bưng	
翻	M	lật	
色	M	sắc	
角	M	sừng	
多久	PN	bao lâu	
叶	NN	lá	
谨	AD	cẩn	
多久	NN	bao lâu	
也是	AD	cũng là	
横	NN	ngang	
各位	DT	các vị	
各位	PN	các vị	
谨	P	cẩn	
跟着	AD	đi theo	
尊	M	tôn	
节	M	tiết	
阵	M	trận	
节	NN	tiết	
横	AD	ngang	
叶	NR	lá	
角	NN	sừng	
横	M	ngang	
跟着	P	đi theo	
也是	CC	cũng là	
角	LC	sừng	
啦	SP	rùi	
藉由	P	thông qua	
跟着	VV	đi theo	
尊	NN	tôn	
尊	VV	tôn	
叶	M	lá	
众	NN	chúng	
畔	LC	bờ	
伴随	VV	đi kèm	
马克	M	Mark	
这儿	PN	nơi này	
跳	VV	nhảy	
跳	NN	nhảy	
天天	NN	mỗi ngày	
之初	LC	ban đầu	
根	M	căn	
纵	NN	dọc	
根	NN	căn	
乃	VC	chính là	
与其	CC	thay vì	
Ｂ	FW	b	
之余	LC	ngoài	
记	VV	ký	
关	VV	quan	
型	M	hình	
型	NN	hình	
马克	NN	Mark	
卷	M	cuốn	
卷	VV	cuốn	
这儿	NN	nơi này	
记	NN	ký	
乃	AD	chính là	
幕	NN	màn	
记	M	ký	
关	NN	quan	
众	CD	chúng	
嘛	SP	mà	
Ｂ	NN	b	
不论是	CC	bất luận là	
不论是	AD	bất luận là	
伴随	P	đi kèm	
天天	NT	mỗi ngày	
天天	M	mỗi ngày	
纵	CS	dọc	
嘛	AD	mà	
卷	NN	cuốn	
众	JJ	chúng	
关	M	quan	
幕	M	màn	
跳	M	nhảy	
与其	AD	thay vì	
之余	NN	ngoài	
纵	VV	dọc	
Ｂ	CD	b	
日元	M	yên	
亩	M	mẫu	
盘	M	bàn	
顿	M	ngừng	
临	P	đến	
封	M	phong	
箱	NN	rương	
至於	P	đến như	
日元	NN	yên	
箱	M	rương	
临	VV	đến	
Ｃ	NN	c	
样	NN	dạng	
滴	M	giọt	
棒	VA	bổng	
当成	P	trở thành	
桌	M	bàn	
